Free to access link,"Spiral Notice: Action Required WOAL
Dear INSERT AUTHOR NAME,

Thank you for providing the link to ADD LINK. The URL you submitted is a publisher-provided ‘free to read/access’ link. We cannot accept the link for inclusion in Spiral because the article is not licenced to permit full open access use, and once the ‘free to read’ access expires, the article may become subscription-only access. To meet the REF eligibility requirements and to ensure that your article is available open access, you must deposit the accepted manuscript version.

Please upload a copy of the accepted manuscript to Symplectic, or provide a link to the manuscript deposited in another repository, if one of your co-authors has already deposited it. Examples of the accepted manuscripts can be found here: ADD EXAMPLE FROM SPREADSHEET

Kind regards, INSERT STAFF NAME HERE
Imperial Open Access Team


Please log into Symplectic here: https://www.imperial.ac.uk/research-and-innovation/support-for-staff/scholarly-communication/symplectic/

See: Symplectic & Spiral - what's the relationship? https://www.imperial.ac.uk/research-and-innovation/support-for-staff/scholarly-communication/open-access/symplectic-spiral-relationship/
"
Free to access link - American Chemical Society,"Spiral Notice: Action Required WOAL
Dear INSERT AUTHOR NAME,

Thank you for providing the link to ADD LINK The URL you submitted is a publisher-provided ‘free to read/access’ link. To meet the REF eligibility requirements and to ensure that your article is available on open access, we cannot accept the link for inclusion in Spiral because the article is not licenced to permit full open access use, and once the ‘free to read’ access expires, the article will become subscription-only access.

Please upload a copy of the accepted manuscript to Symplectic or provide a link to the manuscript deposited in another repository, if one of your co-authors has already deposited it. Examples of the accepted manuscripts (AM) can be found here:

1. ACS Journal Publishing Agreement: https://pubs.acs.org/page/copyright/journals/posting_policies.html
2. Example AM 1: https://drive.google.com/file/d/165YFRizaUzXR9QpuTsP3SieTxs56yyBm/view 
3. Example AM 2: https://drive.google.com/file/d/1KFrwCpUznTWdorJFiwzzJUk5AMAVawV1/view 

If you have evidence from your publisher that the article at this link is available on full open access, please send that to us.

Kind regards, INSERT STAFF NAME HERE
Imperial Open Access Team


Please log into Symplectic here: https://www.imperial.ac.uk/research-and-innovation/support-for-staff/scholarly-communication/symplectic/

See: Symplectic & Spiral - what's the relationship? https://www.imperial.ac.uk/research-and-innovation/support-for-staff/scholarly-communication/open-access/symplectic-spiral-relationship/
"
Free to access link - BMJ Publishing,"Spiral Notice: Action Required WOAL
Dear INSERT AUTHOR NAME,

Thank you for providing the link to ADD LINK The URL you submitted is a publisher-provided ‘free to read/access’ link. To meet the REF eligibility requirements and to ensure that your article is available on open access, we cannot accept the link for inclusion in Spiral because the article is not licenced to permit full open access use, and once the ‘free to read’ access expires, the article will become subscription-only access.

Please upload a copy of the accepted manuscript to Symplectic, or provide a link to the manuscript deposited in another repository, if one of your co-authors has already deposited it. Please see the self-archiving policy of BMJ: https://www.bmj.com/company/wp-content/uploads/2018/09/Non-Open-Access-Articles-September-2018.pdf 

If you have evidence from your publisher that the article at this link is available on full open access, please send that to us.

Kind regards, INSERT STAFF NAME HERE
Imperial Open Access Team


Please log into Symplectic here: https://www.imperial.ac.uk/research-and-innovation/support-for-staff/scholarly-communication/symplectic/

See: Symplectic & Spiral - what's the relationship? https://www.imperial.ac.uk/research-and-innovation/support-for-staff/scholarly-communication/open-access/symplectic-spiral-relationship/
"
Free to access link - Elsevier,"Spiral Notice: Action Required
Dear INSERT AUTHOR NAME,

Thank you for providing the link to ADD LINK. The URL you submitted is a publisher-provided ‘free to read/access’ link. To meet the REF eligibility requirements and to ensure that your article is available on open access, we cannot accept the link for inclusion in Spiral because the article is not licenced to permit full open access use, and once the ‘free to read’ access expires, the article will become subscription-only access.

Please upload a copy of the accepted manuscript to Symplectic, or provide a link to the manuscript deposited in another repository, if one of your co-authors has already deposited it. Examples of the accepted manuscripts (AM) can be found here:

1. Publisher's self-archiving policy: https://www.elsevier.com/en-gb/about/policies-and-standards/sharing/policy-faq  
2. Example AM 1: https://drive.google.com/file/d/19W3DMw9srlvKMznMnp9MeH4OXvJaPdgI/view 
3. Example AM 2: https://drive.google.com/file/d/1DE2Ub_dmsTEtYhMdU3iETuN9tdCujy1J/view 

If you have evidence from your publisher that the article at this link is available on full open access, please send that to us.

Kind regards, INSERT STAFF NAME HERE
Imperial Open Access Team


Please log into Symplectic here: https://www.imperial.ac.uk/research-and-innovation/support-for-staff/scholarly-communication/symplectic/

See: Symplectic & Spiral - what's the relationship? https://www.imperial.ac.uk/research-and-innovation/support-for-staff/scholarly-communication/open-access/symplectic-spiral-relationship/
"
Free to access link - Springer,"Spiral Notice: Action Required WOAL
Dear INSERT AUTHOR NAME,

Thank you for providing the link to ADD LINK The URL you submitted is a publisher-provided ‘free to read/access’ link. To meet the REF eligibility requirements and to ensure that your article is available on open access, we cannot accept the link for inclusion in Spiral because the article is not licenced to permit full open access use, and once the ‘free to read’ access expires, the article will become subscription-only access.

Please upload a copy of the accepted manuscript to Symplectic, or provide a link to the manuscript deposited in another repository, if one of your co-authors has already deposited it. Examples of the accepted manuscripts (AM) can be found here:

1. Publisher's self-archiving policy: https://www.springer.com/gp/open-access/publication-policies/self-archiving-policy 
2. Example AM 1: https://drive.google.com/file/d/18VmX8ycU0T3A311bcq53EFrRioJSHNk3/view 
3. Example AM 2: https://drive.google.com/file/d/14ZgTe5VfGeu84IPTPK-3m92YX0Qp7Yaf/view 

If you have evidence from your publisher that the article at this link is available on full open access, please send that to us.

Kind regards, INSERT STAFF NAME HERE
Imperial Open Access Team


Please log into Symplectic here: https://www.imperial.ac.uk/research-and-innovation/support-for-staff/scholarly-communication/symplectic/

See: Symplectic & Spiral - what's the relationship? https://www.imperial.ac.uk/research-and-innovation/support-for-staff/scholarly-communication/open-access/symplectic-spiral-relationship/
"
Free to access link - Wiley,"Spiral Notice: Action Required WOAL
Dear INSERT AUTHOR NAME,

Thank you for providing the link to ADD LINK The URL you submitted is a publisher-provided ‘free to read/access’ link. To meet the REF eligibility requirements and to ensure that your article is available on open access, we cannot accept the link for inclusion in Spiral because the article is not licenced to permit full open access use, and once the ‘free to read’ access expires, the article will become subscription-only access.

Please upload a copy of the accepted manuscript to Symplectic, or provide a link to the manuscript deposited in another repository, if one of your co-authors has already deposited it. Examples of the accepted manuscripts (AM) can be found here:

1. Publisher's self archiving policy: https://authorservices.wiley.com/author-resources/Journal-Authors/licensing/self-archiving.html  
2. Example AM 1: https://drive.google.com/file/d/1MZVh8u3qeaYiS7kEt_3QvtZ7FGdzg7sJ/view 
3. Example AM 2: https://drive.google.com/file/d/1Qjektjd6JZqK4Ytfhc-T2JgJvZEKXKGX/view 

If you have evidence from your publisher that the article at this link is available on full open access, please send that to us.

Kind regards, INSERT STAFF NAME HERE
Imperial Open Access Team


Please log into Symplectic here: https://www.imperial.ac.uk/research-and-innovation/support-for-staff/scholarly-communication/symplectic/

See: Symplectic & Spiral - what's the relationship? https://www.imperial.ac.uk/research-and-innovation/support-for-staff/scholarly-communication/open-access/symplectic-spiral-relationship/
"
Masters dissertation deposit,"Spiral Notice: Action Required OTHER
Dear INSERT AUTHOR NAME,

Thank you for submitting this master's thesis which you supervised. Unfortunately, I am unable to approve the deposit as Master's dissertations are managed by departments. Administrators in each department are responsible for collating all dissertations as PDF files and for creating their bibliographic data. ICT then upload the files and data to Spiral. For a full list of departments with MScs and dissertations in Spiral, see our webpage: https://www.imperial.ac.uk/admin-services/library/find-books-articles-and-more/theses/ 

If your department would like to do this, please note: your departmental administrators will be responsible for the data entry you must use the Excel Masters dissertations template (https://www.imperial.ac.uk/media/imperial-college/research-and-innovation/scholarly-communication/public/MSc-dissertations-Spiral-template-Feb-2019.xlsx) for data entry and you must follow the data entry and upload guidelines, see our pdf Guidelines for uploading Master's dissertations to Spiral (https://www.imperial.ac.uk/media/imperial-college/research-and-innovation/scholarly-communication/public/depositing-msc-dissertations-to-spiral.pdf). Also, you must upload the files and completed spreadsheet to OneDrive, as per the upload guidelines.

For further assistance contact your subject librarian: https://www.imperial.ac.uk/admin-services/library/subject-support/. 

If you encounter any problems please reply to this message, or contact the open access team at openaccess@imperial.ac.uk.

Kind regards, INSERT STAFF NAME HERE
Imperial Open Access Team


Please log into Symplectic here: https://www.imperial.ac.uk/research-and-innovation/support-for-staff/scholarly-communication/symplectic/

See: Symplectic & Spiral - what's the relationship? https://www.imperial.ac.uk/research-and-innovation/support-for-staff/scholarly-communication/open-access/symplectic-spiral-relationship/
"
OAL - arXiv,"Spiral Notice: Action Required  OALA
Dear INSERT AUTHOR NAME,

Thank you for submitting a link to your publication. In order for the open access team to check whether your output is compliant with the REF 2029 Open Access Policy we need to determine that the version linked to in arXiv is the accepted version of this paper. As such, could you please supply a statement confirming this, as per below:

“Dear Open Access Team,

I, the author of TITLE, DOI/CITATION, can confirm that the version of the paper currently held in arXiv:ARXIV NUMBER, version 1/2/3/4 etc., is the accepted manuscript version of this paper, which was submitted to arXiv on INSERT ARXIV DEPOSIT DATE, prior to its first publication on PUBLICATION DATE.

Kind regards, AUTHOR’S NAME”

We require this statement to be able to demonstrate your paper’s compliance with the REF open access policy. Once this statement has been received we can continue with depositing this paper to Spiral.

Please note that the accepted manuscript needs to have been uploaded in arXiv prior to the date of first publication in order for the output to be compliant.

If the accepted manuscript has been uploaded to another University repository please let us know.

If you encounter any problems please reply to this message, or contact the open access team at openaccess@imperial.ac.uk.

Kind regards, INSERT STAFF NAME HERE
Imperial Open Access Team


Please log into Symplectic here: https://www.imperial.ac.uk/research-and-innovation/support-for-staff/scholarly-communication/symplectic/

See: Symplectic & Spiral - what's the relationship? https://www.imperial.ac.uk/research-and-innovation/support-for-staff/scholarly-communication/open-access/symplectic-spiral-relationship/
"
OAL - Open access location,"Spiral Notice: Action Required WOAL
Dear INSERT AUTHOR NAME,

Thank you for providing the link to ADD LINK Unfortunately, the URL link you submitted is not compliant with the REF requirements because it is linking to the article webpage which requires a subscription to access the full-text.

However, the publisher does permit you to deposit the accepted manuscript (final draft without the publisher’s layout etc.) By doing so you will be compliant with the next Research Excellence Framework (REF) which is scheduled for 2029 but also with the College open access policy. Alternatively, if the accepted manuscript has been uploaded to another University repository please let us know.

For examples of an INSERT PUBLISHER HERE accepted manuscript, please see the following links: INSERT LINKS FROM SPREADSHEET

If you encounter any problems please reply to this message or contact the open access team at openaccess@imperial.ac.uk.

Kind regards, INSERT STAFF NAME HERE
Imperial Open Access Team


Please log into Symplectic here: https://www.imperial.ac.uk/research-and-innovation/support-for-staff/scholarly-communication/symplectic/

See: Symplectic & Spiral - what's the relationship? https://www.imperial.ac.uk/research-and-innovation/support-for-staff/scholarly-communication/open-access/symplectic-spiral-relationship/
"
OAL - Preprint location,"Spiral Notice: Action Required OALA
Dear INSERT AUTHOR NAME,

Thank you for submitting a link to your publication. In order for the open access team to check whether your output is compliant with the next Research Excellence Framework (REF) we need to determine that the version linked to in the pre-print server is the accepted version of this paper. As such, could you please supply a statement confirming this, as per below:

“Dear Open Access Team,

I, the author of [TITLE, DOI/CITATION], can confirm that the version of the paper currently held in [THE NAME OF PRE-PRINT SERVER (e.g. arXiv or bioRxiv)] and [NUMBER OF PRE-PRINT VERSION (if any)], version 1/2/3/4 etc., is the accepted manuscript version of this paper, which was submitted to [THE NAME OF PRE-PRINT SERVER] on [DEPOSIT DATE], prior to its first publication on [PUBLICATION DATE].

Kind regards, [AUTHOR’S NAME]”

We require this statement to be able to demonstrate your paper’s compliance with the next REF (scheduled for 2029) open access policy. Once this statement has been received we can continue with depositing this paper to Spiral.

Please note that the accepted manuscript needs to have been uploaded prior to the date of first publication in order for the output to be compliant.

If the accepted manuscript has been uploaded to another University repository please let us know.

If you encounter any problems please reply to this message, or contact the open access team at openaccess@imperial.ac.uk

Kind regards, INSERT STAFF NAME HERE
Imperial Open Access Team


Please log into Symplectic here: https://www.imperial.ac.uk/research-and-innovation/support-for-staff/scholarly-communication/symplectic/

See: Symplectic & Spiral - what's the relationship? https://www.imperial.ac.uk/research-and-innovation/support-for-staff/scholarly-communication/open-access/symplectic-spiral-relationship/
"
Patent permission required,"Spiral Notice: Action Required
Dear INSERT AUTHOR NAME,

Thank you for submitting your patent. Unfortunately I am unable to approve your submission because you need to have permission from the Applicant/Assignee (name) in order to upload the patent to Spiral. Please can you send any evidence of permission to spiral@imperial.ac.uk before re-submitting your patent.

Kind regards, INSERT STAFF NAME HERE
Imperial Open Access Team


Please log into Symplectic here: https://www.imperial.ac.uk/research-and-innovation/support-for-staff/scholarly-communication/symplectic/

See: Symplectic & Spiral - what's the relationship? https://www.imperial.ac.uk/research-and-innovation/support-for-staff/scholarly-communication/open-access/symplectic-spiral-relationship/
"
Preprint or conference paper,"Spiral Notice: Action Required OTHER
Dear INSERT AUTHOR NAME,

Thank you for submitting your paper. I have noticed that you deposited this research output as a conference paper. However, external data sources in the record indicate that this output is a preprint. Also, I was unable to identify any conference paper published for this title. Can you please clarify if this work has been accepted for publication or if it is a pre-print only?

If it is accepted for publication, can you please go back to Symplectic and deposit your accepted article by creating a manual record? (https://www.imperial.ac.uk/research-and-innovation/support-for-staff/scholarly-communication/open-access/spiral/deposit-on-acceptance/). I will change the type of this record from conference paper to preprint.

If you have any questions or concerns, please do not hesitate to contact us via openaccess@imperial.ac.uk.

Kind regards, INSERT STAFF NAME HERE
Imperial Open Access Team


Please log into Symplectic here: https://www.imperial.ac.uk/research-and-innovation/support-for-staff/scholarly-communication/symplectic/

See: Symplectic & Spiral - what's the relationship? https://www.imperial.ac.uk/research-and-innovation/support-for-staff/scholarly-communication/open-access/symplectic-spiral-relationship/
"
Preprint or journal article,"Spiral Notice: Action Required OTHER
Dear INSERT AUTHOR NAME,

Thank you for submitting your paper. I have noticed that you deposited this research output as a journal article. However, external data sources in the record indicate that this output is a preprint. Also, I was unable to identify any journal article published for this title. Can you please clarify if this work has been accepted for publication or if it is a pre-print only?

If it is accepted for publication, can you please go back to Symplectic and deposit your accepted article by creating a manual record? (https://www.imperial.ac.uk/research-and-innovation/support-for-staff/scholarly-communication/open-access/spiral/deposit-on-acceptance/). I will change the type of this record from journal article to preprint.

If you have any questions or concerns, please do not hesitate to contact us via openaccess@imperial.ac.uk.

Kind regards, INSERT STAFF NAME HERE
Imperial Open Access Team


Please log into Symplectic here: https://www.imperial.ac.uk/research-and-innovation/support-for-staff/scholarly-communication/symplectic/

See: Symplectic & Spiral - what's the relationship? https://www.imperial.ac.uk/research-and-innovation/support-for-staff/scholarly-communication/open-access/symplectic-spiral-relationship/
"
Publisher disallows deposit,"Spiral Notice: Action Required DNP
Dear INSERT AUTHOR NAME,

Thank you for submitting your paper. Unfortunately I am unable to approve your submission because the publisher (PUBLISHER NAME) does not permit deposit in Spiral. Please see the following link: COPY LINK FROM SHERPA/ROMEO

This journal is not compliant with the next Research Excellence Framework (REF) which is scheduled for 2029 but there is an exception for publishers that do not permit deposits in institutional repositories, as long as it is the 'most appropriate publication'. However, the Heads of Departments will decide which journals will be eligible for exception where REF eligibility is concerned. In the meantime, the open access team are making a note of all outputs that are potentially eligible for exception.

If you have any questions on this please contact the REF contact for your department: INSERT REF CONTACT HERE.

Kind regards, INSERT STAFF NAME HERE
Imperial Open Access Team


Please log into Symplectic here: https://www.imperial.ac.uk/research-and-innovation/support-for-staff/scholarly-communication/symplectic/

See: Symplectic & Spiral - what's the relationship? https://www.imperial.ac.uk/research-and-innovation/support-for-staff/scholarly-communication/open-access/symplectic-spiral-relationship/
"
Publisher disallows deposit - except PMC,"Spiral Notice: Action Required DNP
Dear INSERT AUTHOR NAME,

Thank you for submitting your paper. Unfortunately I am unable to approve your submission because the publisher (PUBLISHER NAME) does not permit deposit in Spiral. Please see the following link: COPY LINK FROM SHERPA/ROMEO. However, the pubisher only allows deposit in PubMed Central. If you already have the link to PMC you can use this instead by adding the link to the OA location field in Symplectic and removing the file. As PMC is a compliant repository for the REF you can deposit the link to make this output compliant.

If you do not have a link, this journal is not compliant with the next Research Excellence Framework (REF) which is scheduled for 2029. An exception permits publishers that do not permit deposits in institutional repositories, as long as it is the 'most appropriate publication'. However, the Heads of Departments will decide which journals will be eligible for exception where REF eligibility is concerned. In the meantime, the open access team are making a note of all outputs that are potentially eligible for exception.

If you have any questions on this please contact the REF contact for your department: INSERT REF CONTACT HERE

Kind regards, INSERT STAFF NAME HERE
Imperial Open Access Team


Please log into Symplectic here: https://www.imperial.ac.uk/research-and-innovation/support-for-staff/scholarly-communication/symplectic/

See: Symplectic & Spiral - what's the relationship? https://www.imperial.ac.uk/research-and-innovation/support-for-staff/scholarly-communication/open-access/symplectic-spiral-relationship/
"
Request for more information,"Spiral Notice: Action Required CQ
Dear INSERT AUTHOR NAME,

Thank you for submitting your paper. Unfortunately I was unable to approve your submission as there is insufficient information to process it. Please can you supply the following:

1. The title of journal (including full reference) / conference name (including place and date(s) of conference

2. The name of the publisher

3. Proof of permission from the copyright holder to add this paper to Spiral

Kind regards, INSERT STAFF NAME HERE
Imperial Open Access Team


Please log into Symplectic here: https://www.imperial.ac.uk/research-and-innovation/support-for-staff/scholarly-communication/symplectic/

See: Symplectic & Spiral - what's the relationship? https://www.imperial.ac.uk/research-and-innovation/support-for-staff/scholarly-communication/open-access/symplectic-spiral-relationship/
"
Submitted version,"Spiral Notice: Action Required WV
Dear INSERT AUTHOR NAME,

Thank you for submitting your paper. Unfortunately, I am unable to approve your submission as it appears to be the submitted rather than the accepted version. To be compliant with the next Research Excellence Framework (REF) which is scheduled for 2029 and also with the College open access policy we require the accepted version to be deposited in Spiral.

For examples of an  INSERT PUBLISHER HERE accepted manuscript, please see the following links: INSERT LINKS FROM SPREADSHEET

If the file you deposited is actually the accepted version, please do let us know. If not, please return to the record in your Symplectic profile and delete the incorrect version before uploading the accepted manuscript, as soon as possible. Delaying this may result in your output being non-compliant, despite being deposited in Spiral.

If you encounter any problems please reply to this message, or contact the open access team at openaccess@imperial.ac.uk.

Kind regards, INSERT STAFF NAME HERE
Imperial Open Access Team


Please log into Symplectic here: https://www.imperial.ac.uk/research-and-innovation/support-for-staff/scholarly-communication/symplectic/

See: Symplectic & Spiral - what's the relationship? https://www.imperial.ac.uk/research-and-innovation/support-for-staff/scholarly-communication/open-access/symplectic-spiral-relationship/
"
Thesis deposit via Symplectic,"Spiral Notice: Action Required OTHER
Dear INSERT AUTHOR NAME,

Thank you for submitting your thesis. Please note that Imperial theses are not submitted through Symplectic but submitted directly to Spiral. All Imperial theses are checked by the Assessment Records team (please see 'Theses for Imperial College Research Degrees': https://www.imperial.ac.uk/media/imperial-college/administration-and-support-services/registry/academic-governance/public/academic-policy/research-degree-examinations/Thesis-Submission-Checklist.pdf).

Click here to upload and submit your final thesis: https://spiral.imperial.ac.uk/ldap-login. Your final thesis must be in PDF/A format and all fonts used must be embedded within the PDF file. Please note that theses submitted in any other fomat will not be accepted and may result in the award of the degree being delayed.

For further queries please contact the Assessment Records team at assessment.records@imperial.ac.uk.

Kind regards, INSERT STAFF NAME HERE
Imperial Open Access Team


Please log into Symplectic here: https://www.imperial.ac.uk/research-and-innovation/support-for-staff/scholarly-communication/symplectic/

See: Symplectic & Spiral - what's the relationship? https://www.imperial.ac.uk/research-and-innovation/support-for-staff/scholarly-communication/open-access/symplectic-spiral-relationship/
"
